0.975915096,0.760186759,0.00542879,0.838140556,405.850888,0.751037261,0.809008743,1.701268745,308.522471,238.5577759
0.982486865,0.782593842,0.004987054,0.866204186,416.8628541,0.727772167,0.787388668,1.622173475,326.2343028,256.9779746
0.970987634,0.710121423,0.006530452,0.79044014,386.6354197,0.706385568,0.855486786,1.931155686,274.5580945,200.2093475
0.990766863,0.78109123,0.005197278,0.869313638,401.5416968,0.803460934,0.789576762,1.629588626,313.6406977,246.4067866
0.98848163,0.709484681,0.007478559,0.830007432,338.2253275,0.63087267,0.863181744,1.980616376,239.9656885,170.7677124
0.988154795,0.820037799,0.007864063,0.909810282,240.7661412,0.735289879,0.738489952,1.48309755,197.4373366,162.3400573
0.988595235,0.696740997,0.007071962,0.811242958,370.8749132,0.721203036,0.872467263,2.046360021,258.4037566,181.2363951
0.983990785,0.72709355,0.007585439,0.823306599,317.5037187,0.7046633,0.845912589,1.875041372,230.854906,169.3315803
0.990155094,0.693721146,0.007473325,0.813142485,354.0188628,0.618872805,0.875794284,2.071746455,245.5903713,170.8794345
0.985748344,0.734370391,0.005616631,0.84089818,420.3430671,0.753210548,0.837887453,1.832028512,308.6875026,229.4413347
0.989192089,0.76633092,0.005421279,0.84472465,399.9223342,0.801532026,0.807029378,1.693447724,306.4728503,236.1586535
0.969074128,0.738304504,0.005942346,0.809493464,393.0802131,0.723129564,0.83320371,1.808428916,290.2128919,217.3600575
0.987484162,0.8395838,0.007518451,0.926792242,240.2445942,0.724055107,0.707775663,1.415553862,201.7054695,169.7177343
0.988191777,0.803475283,0.008425296,0.898180786,234.0884161,0.695451929,0.762461884,1.545515909,188.0842564,151.4629612
0.984422961,0.756505918,0.005693501,0.846770428,390.7563616,0.685634366,0.815271176,1.726879012,295.6094999,226.2789454
0.987441733,0.827379531,0.007186653,0.91319258,258.8057419,0.779784332,0.728365336,1.459451378,214.1305734,177.3308421
0.974239907,0.763503179,0.004966887,0.842722156,439.7482888,0.734909357,0.804193887,1.682462036,335.7492164,261.3718939
0.988425131,0.667916335,0.006870724,0.780544028,415.3971136,0.703715343,0.892395602,2.216047292,277.4505175,187.4495707
0.990736507,0.693067761,0.007292807,0.811142099,363.4661926,0.660294118,0.876500871,2.07727344,251.9067003,174.9727241
0.988013655,0.847922939,0.006732423,0.916171902,263.0425088,0.732297485,0.691520805,1.384357916,223.0397773,190.0104776
0.987135506,0.692085369,0.006796303,0.804625187,391.1272323,0.793049278,0.875143852,2.066701425,270.6934351,189.2519295
0.988345759,0.815340765,0.005659902,0.869433423,338.3942039,0.70504717,0.744302619,1.497359021,275.9065891,225.9940329
0.988473466,0.824310952,0.007447024,0.923299481,251.6200429,0.7225525,0.732237591,1.468322546,207.4131571,171.3656468
0.986562463,0.788354619,0.005528351,0.881304243,370.5708826,0.741624624,0.779697919,1.597046471,292.1412671,232.0351282
0.990289105,0.786687134,0.004687921,0.869156402,438.859731,0.743802638,0.783697208,1.609935109,345.2453041,272.5946707
0.985394212,0.736248136,0.006560155,0.791592587,358.0532474,0.615721312,0.837132219,1.828151583,263.6160358,195.8553386
0.98682612,0.811856427,0.008620801,0.88442425,224.0804819,0.708796902,0.749935287,1.511690207,181.9211793,148.2317481
0.987829538,0.70633056,0.006987417,0.818916447,365.2392709,0.723053727,0.865801947,1.998453837,257.9796586,182.7609245
0.985854878,0.702541929,0.006353236,0.805666773,406.0416808,0.792960123,0.865402875,1.995702437,285.2613057,203.4580273
0.98782131,0.818701802,0.007058972,0.906493117,269.1021402,0.714122473,0.741218851,1.489728071,220.314407,180.6384302
0.991087204,0.750683447,0.005049171,0.856577598,447.4827971,0.796614892,0.823612123,1.763191152,335.9179284,253.7914261
0.982558872,0.742614269,0.005189105,0.846354746,444.9294029,0.73594088,0.830650764,1.79599709,330.4109234,247.7339219
0.988731776,0.665199729,0.007011785,0.770144531,410.3717132,0.654755778,0.895419817,2.246066411,272.9791523,182.7068475
0.97863538,0.675691646,0.00777551,0.779892369,358.660967,0.727635543,0.886264568,2.158990867,242.344219,166.1243558
0.985297892,0.803956818,0.008561625,0.90949731,230.0850987,0.788093842,0.761286089,1.542219475,184.978484,149.1908917
0.990642443,0.833440021,0.007115254,0.926672289,257.614902,0.743877383,0.717661521,1.435972659,214.7065694,179.4009798
0.990792811,0.845763519,0.007037283,0.925300573,252.9340109,0.775681975,0.69742715,1.39537022,213.9223591,181.2665967
0.988452656,0.789870419,0.005249939,0.846484871,388.726498,0.745434411,0.777997644,1.59167948,307.0435618,244.2241059
0.98016564,0.75679421,0.004907363,0.854775295,453.0084874,0.767552466,0.814244836,1.722588741,342.8342002,262.9812192
0.987173963,0.827520193,0.006909563,0.909600475,269.092946,0.73572751,0.726006455,1.454148055,222.6798466,185.0519588
